server_name,random_intercept,group,model,rank,label
Kevin Anderson,-0.002887845,m_second,Speed_MPH_z,84,Average
Laslo Djere,0.002043919,m_second,Speed_MPH_z,48,Average
Liam Broady,-0.002150822,m_second,Speed_MPH_z,78,Average
Lloyd Harris,-0.003648727,m_second,Speed_MPH_z,88,Average
Lorenzo Musetti,-0.000555496,m_second,Speed_MPH_z,66,Average
Lorenzo Sonego,-0.001063602,m_second,Speed_MPH_z,71,Average
Lucas Pouille,-0.006803895,m_second,Speed_MPH_z,105,Average
Marco Cecchinato,0.000321705,m_second,Speed_MPH_z,62,Average
Marcos Giron,-0.006472983,m_second,Speed_MPH_z,102,Average
Marin Cilic,-0.005233918,m_second,Speed_MPH_z,97,Average
Marton Fucsovics,-0.0106886,m_second,Speed_MPH_z,116,Average
Matteo Berrettini,-0.023337215,m_second,Speed_MPH_z,127,Under-performer
Mattia Bellucci,0.006800809,m_second,Speed_MPH_z,24,Average
Max Purcell,0.000932022,m_second,Speed_MPH_z,58,Average
Maxime Cressy,0.010829716,m_second,Speed_MPH_z,13,Average
Maximilian Marterer,-0.002661458,m_second,Speed_MPH_z,82,Average
Mikael Ymer,0.00468116,m_second,Speed_MPH_z,31,Average
Miomir Kecmanovic,-0.010946268,m_second,Speed_MPH_z,118,Under-performer
Nick Kyrgios,-0.018652718,m_second,Speed_MPH_z,126,Under-performer
Nicolas Jarry,-0.012933772,m_second,Speed_MPH_z,122,Under-performer
Nikoloz Basilashvili,0.002661576,m_second,Speed_MPH_z,44,Average
Novak Djokovic,0.020488403,m_second,Speed_MPH_z,2,Over-performer
Oscar Otte,-0.012301093,m_second,Speed_MPH_z,121,Under-performer
Pablo Andujar,0.002358428,m_second,Speed_MPH_z,47,Average
Pedro Cachin,-0.000434277,m_second,Speed_MPH_z,65,Average
Pedro Martinez,-0.002804165,m_second,Speed_MPH_z,83,Average
Philipp Kohlschreiber,-0.001525439,m_second,Speed_MPH_z,74,Average
Quentin Halys,0.003241235,m_second,Speed_MPH_z,38,Average
Radu Albot,-0.000838274,m_second,Speed_MPH_z,68,Average
Rafael Nadal,0.001109359,m_second,Speed_MPH_z,53,Average
Ricardas Berankis,-0.001010859,m_second,Speed_MPH_z,69,Average
Richard Gasquet,0.001613722,m_second,Speed_MPH_z,50,Average
Roberto Bautista Agut,-0.008585166,m_second,Speed_MPH_z,110,Average
Roberto Carballes Baena,0.006030908,m_second,Speed_MPH_z,26,Average
Roger Federer,-0.007239939,m_second,Speed_MPH_z,106,Average
Roman Safiullin,0.012423155,m_second,Speed_MPH_z,8,Over-performer
Salvatore Caruso,0.001278937,m_second,Speed_MPH_z,52,Average
Sam Querrey,-0.001800242,m_second,Speed_MPH_z,76,Average
Sebastian Korda,0.001057575,m_second,Speed_MPH_z,54,Average
Stan Wawrinka,0.00436763,m_second,Speed_MPH_z,32,Average
Stefan Kozlov,-0.006447111,m_second,Speed_MPH_z,101,Average
Stefanos Tsitsipas,0.008707227,m_second,Speed_MPH_z,19,Average
Steve Johnson,-0.010791275,m_second,Speed_MPH_z,117,Average
Tallon Griekspoor,0.00050841,m_second,Speed_MPH_z,60,Average
Taro Daniel,0.004884335,m_second,Speed_MPH_z,30,Average
Taylor Fritz,0.01227874,m_second,Speed_MPH_z,9,Over-performer
Tennys Sandgren,-0.004333046,m_second,Speed_MPH_z,94,Average
Thanasi Kokkinakis,-0.004009767,m_second,Speed_MPH_z,91,Average
Thiago Seyboth Wild,0.003869383,m_second,Speed_MPH_z,35,Average
Tim Van Rijthoven,-0.009482405,m_second,Speed_MPH_z,113,Average
Tommy Paul,0.015681103,m_second,Speed_MPH_z,6,Over-performer
Ugo Humbert,0.011706557,m_second,Speed_MPH_z,10,Over-performer
Yannick Hanfmann,0.008761209,m_second,Speed_MPH_z,18,Average
Yibing Wu,-0.009763438,m_second,Speed_MPH_z,115,Average
Yoshihito Nishioka,0.011255094,m_second,Speed_MPH_z,11,Average
Yosuke Watanuki,0.000955699,m_second,Speed_MPH_z,56,Average
Adrian Mannarino,0.01263883,m_second,speed_ratio_z,6,Over-performer
Alejandro Davidovich Fokina,0.007439233,m_second,speed_ratio_z,19,Average
Alejandro Tabilo,0.00062846,m_second,speed_ratio_z,57,Average
Aleksandar Kovacevic,-0.003655646,m_second,speed_ratio_z,90,Average
Aleksandar Vukic,-0.001269633,m_second,speed_ratio_z,70,Average
Alex de Minaur,-0.006772949,m_second,speed_ratio_z,105,Average
Alex De Minaur,0.008250823,m_second,speed_ratio_z,17,Average
Alex Molcan,-0.003771075,m_second,speed_ratio_z,92,Average
Alexander Bublik,0.002799698,m_second,speed_ratio_z,39,Average
Alexander Zverev,0.022530284,m_second,speed_ratio_z,1,Over-performer
Alexandre Muller,0.012556975,m_second,speed_ratio_z,7,Over-performer
Alexei Popyrin,-0.003690431,m_second,speed_ratio_z,91,Average
Aljaz Bedene,0.006640471,m_second,speed_ratio_z,21,Average
Andrey Rublev,-0.009628038,m_second,speed_ratio_z,112,Average
Andy Murray,0.020996499,m_second,speed_ratio_z,2,Over-performer
Arthur Fils,-0.004218274,m_second,speed_ratio_z,94,Average
Arthur Rinderknech,-0.003108204,m_second,speed_ratio_z,86,Average
Aslan Karatsev,0.0032725,m_second,speed_ratio_z,37,Average
Ben Shelton,0.001652364,m_second,speed_ratio_z,48,Average
Benoit Paire,-0.003276373,m_second,speed_ratio_z,87,Average
Borna Coric,0.000756183,m_second,speed_ratio_z,55,Average
Botic van De Zandschulp,-0.007262319,m_second,speed_ratio_z,107,Average
Botic Van De Zandschulp,0.002403719,m_second,speed_ratio_z,43,Average
Brandon Nakashima,0.006099374,m_second,speed_ratio_z,23,Average
Cameron Norrie,-0.01019272,m_second,speed_ratio_z,116,Average
Carlos Alcaraz,0.003620522,m_second,speed_ratio_z,33,Average
Casper Ruud,0.003810845,m_second,speed_ratio_z,31,Average
Christopher Eubanks,-0.001945857,m_second,speed_ratio_z,74,Average
Cristian Garin,-0.009818432,m_second,speed_ratio_z,113,Average
Daniel Evans,0.005698204,m_second,speed_ratio_z,26,Average
Daniil Medvedev,-0.013491012,m_second,speed_ratio_z,124,Under-performer
David Goffin,-0.002467657,m_second,speed_ratio_z,81,Average
Denis Kudla,0.006226441,m_second,speed_ratio_z,22,Average
Denis Shapovalov,0.003807829,m_second,speed_ratio_z,32,Average
Diego Schwartzman,-0.001215701,m_second,speed_ratio_z,69,Average
Dominic Stricker,-0.002409275,m_second,speed_ratio_z,80,Average
Dominic Thiem,0.010243596,m_second,speed_ratio_z,14,Average
Dominik Koepfer,-0.011241645,m_second,speed_ratio_z,121,Under-performer
Dusan Lajovic,-0.007045417,m_second,speed_ratio_z,106,Average
Elias Ymer,-0.001596178,m_second,speed_ratio_z,72,Average
Emil Ruusuvuori,0.003522608,m_second,speed_ratio_z,34,Average
Fabian Marozsan,4.41E-05,m_second,speed_ratio_z,62,Average
Fabio Fognini,-0.010082982,m_second,speed_ratio_z,115,Average
Facundo Diaz Acosta,0.001158762,m_second,speed_ratio_z,51,Average
Federico Delbonis,0.000382171,m_second,speed_ratio_z,59,Average
Feliciano Lopez,0.000898799,m_second,speed_ratio_z,53,Average
Frances Tiafoe,0.004620288,m_second,speed_ratio_z,28,Average
Francisco Cerundolo,-0.002638434,m_second,speed_ratio_z,82,Average
Gael Monfils,-0.00226145,m_second,speed_ratio_z,77,Average
Gijs Brouwer,0.00442587,m_second,speed_ratio_z,30,Average
Grigor Dimitrov,0.019562826,m_second,speed_ratio_z,3,Over-performer
Guido Pella,0.002368405,m_second,speed_ratio_z,45,Average
Holger Rune,0.010571813,m_second,speed_ratio_z,13,Average
Hubert Hurkacz,0.000738208,m_second,speed_ratio_z,56,Average
Hugo Dellien,0.00247118,m_second,speed_ratio_z,42,Average
Ilya Ivashka,-0.011119178,m_second,speed_ratio_z,119,Under-performer
Jack Draper,-0.008285455,m_second,speed_ratio_z,109,Average
Jack Sock,0.002694373,m_second,speed_ratio_z,40,Average
James Duckworth,-0.004577272,m_second,speed_ratio_z,98,Average
Jannik Sinner,0.011948171,m_second,speed_ratio_z,9,Over-performer
Jason Kubler,-0.006488838,m_second,speed_ratio_z,102,Average
Jaume Munar,-0.00356917,m_second,speed_ratio_z,89,Average
Jenson Brooksby,0.002374845,m_second,speed_ratio_z,44,Average
Jiri Lehecka,-0.006127036,m_second,speed_ratio_z,100,Average
Jiri Vesely,0.000236543,m_second,speed_ratio_z,60,Average
John Isner,-0.006078726,m_second,speed_ratio_z,99,Average
John Millman,-0.004310622,m_second,speed_ratio_z,96,Average
Jordan Thompson,-0.014644017,m_second,speed_ratio_z,125,Under-performer
Juncheng Shang,0.00716488,m_second,speed_ratio_z,20,Average
Karen Khachanov,-0.0011621,m_second,speed_ratio_z,68,Average
Kei Nishikori,0.002487115,m_second,speed_ratio_z,41,Average
Kevin Anderson,-0.002297566,m_second,speed_ratio_z,78,Average
Laslo Djere,0.001324843,m_second,speed_ratio_z,50,Average
Liam Broady,-0.002936376,m_second,speed_ratio_z,84,Average
Lloyd Harris,-0.003498502,m_second,speed_ratio_z,88,Average
Lorenzo Musetti,-0.001086218,m_second,speed_ratio_z,67,Average
Lorenzo Sonego,4.33E-05,m_second,speed_ratio_z,63,Average
Lucas Pouille,-0.00649633,m_second,speed_ratio_z,103,Average
Marco Cecchinato,8.68E-05,m_second,speed_ratio_z,61,Average
Marcos Giron,-0.006328249,m_second,speed_ratio_z,101,Average
Marin Cilic,-0.004058902,m_second,speed_ratio_z,93,Average
Marton Fucsovics,-0.010771474,m_second,speed_ratio_z,118,Under-performer
Matteo Berrettini,-0.015008154,m_second,speed_ratio_z,126,Under-performer
Mattia Bellucci,0.005320738,m_second,speed_ratio_z,27,Average
Max Purcell,0.000787746,m_second,speed_ratio_z,54,Average
Maxime Cressy,0.010618884,m_second,speed_ratio_z,12,Average
Maximilian Marterer,-0.00233105,m_second,speed_ratio_z,79,Average
Mikael Ymer,0.003408801,m_second,speed_ratio_z,36,Average
Miomir Kecmanovic,-0.010515064,m_second,speed_ratio_z,117,Average
Nick Kyrgios,-0.016358463,m_second,speed_ratio_z,127,Under-performer
Nicolas Jarry,-0.011229079,m_second,speed_ratio_z,120,Under-performer
Nikoloz Basilashvili,0.001834138,m_second,speed_ratio_z,46,Average
Novak Djokovic,0.019277565,m_second,speed_ratio_z,4,Over-performer
Oscar Otte,-0.011653033,m_second,speed_ratio_z,123,Under-performer
Pablo Andujar,0.001749593,m_second,speed_ratio_z,47,Average
Pedro Cachin,-0.000186812,m_second,speed_ratio_z,66,Average
Pedro Martinez,-0.004566404,m_second,speed_ratio_z,97,Average
Philipp Kohlschreiber,-0.002743729,m_second,speed_ratio_z,83,Average
Quentin Halys,0.003483335,m_second,speed_ratio_z,35,Average
Radu Albot,-0.00200355,m_second,speed_ratio_z,75,Average
Rafael Nadal,-0.002044425,m_second,speed_ratio_z,76,Average
Ricardas Berankis,-0.001637866,m_second,speed_ratio_z,73,Average
Richard Gasquet,-0.000148865,m_second,speed_ratio_z,65,Average
Roberto Bautista Agut,-0.011516121,m_second,speed_ratio_z,122,Under-performer
Roberto Carballes Baena,0.005728087,m_second,speed_ratio_z,25,Average
Roger Federer,-0.008558852,m_second,speed_ratio_z,110,Average
Roman Safiullin,0.012181536,m_second,speed_ratio_z,8,Over-performer
Salvatore Caruso,0.001129407,m_second,speed_ratio_z,52,Average
Sam Querrey,-0.001276738,m_second,speed_ratio_z,71,Average
Sebastian Korda,1.89E-06,m_second,speed_ratio_z,64,Average
Stan Wawrinka,0.005962481,m_second,speed_ratio_z,24,Average
Stefan Kozlov,-0.006629839,m_second,speed_ratio_z,104,Average
Stefanos Tsitsipas,0.011047692,m_second,speed_ratio_z,11,Average
Steve Johnson,-0.009890642,m_second,speed_ratio_z,114,Average
Tallon Griekspoor,0.000566462,m_second,speed_ratio_z,58,Average
Taro Daniel,0.004472749,m_second,speed_ratio_z,29,Average
Taylor Fritz,0.016534668,m_second,speed_ratio_z,5,Over-performer
Tennys Sandgren,-0.00429326,m_second,speed_ratio_z,95,Average
Thanasi Kokkinakis,-0.003034604,m_second,speed_ratio_z,85,Average
Thiago Seyboth Wild,0.00293922,m_second,speed_ratio_z,38,Average
Tim Van Rijthoven,-0.007593855,m_second,speed_ratio_z,108,Average
Tommy Paul,0.011637988,m_second,speed_ratio_z,10,Over-performer
Ugo Humbert,0.010188653,m_second,speed_ratio_z,15,Average
Yannick Hanfmann,0.007773822,m_second,speed_ratio_z,18,Average
Yibing Wu,-0.00861745,m_second,speed_ratio_z,111,Average
Yoshihito Nishioka,0.008826687,m_second,speed_ratio_z,16,Average
Yosuke Watanuki,0.001597092,m_second,speed_ratio_z,49,Average
Ajla Tomljanovic,-0.022297804,f_first,Speed_MPH_z,103,Average
Aliaksandra Sasnovich,-0.009488212,f_first,Speed_MPH_z,82,Average
Alison Van Uytvanck,-0.015935576,f_first,Speed_MPH_z,96,Average
Alize Cornet,-0.008606062,f_first,Speed_MPH_z,78,Average
Amanda Anisimova,-0.020786931,f_first,Speed_MPH_z,101,Average
Anastasia Pavlyuchenkova,-0.023180946,f_first,Speed_MPH_z,104,Average
Anastasia Potapova,-0.012081403,f_first,Speed_MPH_z,90,Average
Anastasija Sevastova,0.027553259,f_first,Speed_MPH_z,10,Over-performer
Andrea Petkovic,0.007434834,f_first,Speed_MPH_z,40,Average
Anett Kontaveit,-0.002159512,f_first,Speed_MPH_z,59,Average
Angelique Kerber,0.022115045,f_first,Speed_MPH_z,17,Average
Anhelina Kalinina,0.007588259,f_first,Speed_MPH_z,39,Average
Anna Blinkova,-0.01642051,f_first,Speed_MPH_z,97,Average
Anna Kalinskaya,0.00223703,f_first,Speed_MPH_z,46,Average
Arantxa Rus,0.012270269,f_first,Speed_MPH_z,32,Average
Aryna Sabalenka,-0.034374893,f_first,Speed_MPH_z,113,Under-performer
Ashleigh Barty,-0.005300673,f_first,Speed_MPH_z,68,Average
Ashlyn Krueger,-0.025904621,f_first,Speed_MPH_z,105,Average
Barbora Krejcikova,0.018317578,f_first,Speed_MPH_z,23,Average
Beatriz Haddad Maia,0.036419371,f_first,Speed_MPH_z,3,Over-performer
Belinda Bencic,0.032998855,f_first,Speed_MPH_z,6,Over-performer
Bernarda Pera,-0.01751669,f_first,Speed_MPH_z,98,Average
Bianca Andreescu,0.044857538,f_first,Speed_MPH_z,1,Over-performer
Brenda Fruhvirtova,-0.011016705,f_first,Speed_MPH_z,86,Average
Camila Giorgi,-0.006339123,f_first,Speed_MPH_z,73,Average
Caroline Dolehide,-0.049579419,f_first,Speed_MPH_z,114,Under-performer
Caroline Garcia,0.015518021,f_first,Speed_MPH_z,24,Average
Caroline Wozniacki,-0.009840013,f_first,Speed_MPH_z,83,Average
Caty McNally,-0.015903496,f_first,Speed_MPH_z,95,Average
Clara Burel,0.005057506,f_first,Speed_MPH_z,42,Average
Clara Tauson,0.01118579,f_first,Speed_MPH_z,35,Average
Coco Gauff,-0.006260885,f_first,Speed_MPH_z,72,Average
Cristina Bucsa,-0.001777012,f_first,Speed_MPH_z,57,Average
Dalma Galfi,-0.033798941,f_first,Speed_MPH_z,112,Under-performer
Danielle Collins,0.003596265,f_first,Speed_MPH_z,44,Average
Daria Kasatkina,0.012697799,f_first,Speed_MPH_z,30,Average
Daria Saville,-0.000188766,f_first,Speed_MPH_z,52,Average
Dayana Yastremska,-0.005599726,f_first,Speed_MPH_z,70,Average
Diana Shnaider,2.42E-05,f_first,Speed_MPH_z,50,Average
Diane Parry,-0.030804797,f_first,Speed_MPH_z,109,Under-performer
Donna Vekic,0.028469468,f_first,Speed_MPH_z,8,Over-performer
Ekaterina Alexandrova,0.004198161,f_first,Speed_MPH_z,43,Average
Elena Rybakina,0.027256945,f_first,Speed_MPH_z,11,Average
Elina Avanesyan,-0.013559547,f_first,Speed_MPH_z,91,Average
Elina Svitolina,0.026586882,f_first,Speed_MPH_z,12,Average
Elisabetta Cocciaretto,-0.014604518,f_first,Speed_MPH_z,92,Average
Elise Mertens,-0.000126278,f_first,Speed_MPH_z,51,Average
Emma Navarro,-0.002122334,f_first,Speed_MPH_z,58,Average
Emma Raducanu,-0.001401756,f_first,Speed_MPH_z,56,Average
Fiona Ferro,-0.003471569,f_first,Speed_MPH_z,64,Average
Garbine Muguruza,0.001208801,f_first,Speed_MPH_z,48,Average
Greet Minnen,0.009002952,f_first,Speed_MPH_z,37,Average
Harmony Tan,0.009685255,f_first,Speed_MPH_z,36,Average
Harriet Dart,0.022596627,f_first,Speed_MPH_z,16,Average
Heather Watson,0.011237545,f_first,Speed_MPH_z,34,Average
Iga Swiatek,0.034943373,f_first,Speed_MPH_z,5,Over-performer
Jaqueline Cristian,0.001595896,f_first,Speed_MPH_z,47,Average
Jasmine Paolini,-0.012003608,f_first,Speed_MPH_z,89,Average
Jelena Ostapenko,-0.026926244,f_first,Speed_MPH_z,106,Under-performer
Jessica Bouzas Maneiro,0.01415972,f_first,Speed_MPH_z,27,Average
Jessica Pegula,-0.028293893,f_first,Speed_MPH_z,107,Under-performer
Jodie Burrage,-0.03256621,f_first,Speed_MPH_z,110,Under-performer
Jule Niemeier,-0.019304349,f_first,Speed_MPH_z,99,Average
Kaia Kanepi,0.014014087,f_first,Speed_MPH_z,28,Average
Kaja Juvan,0.007993559,f_first,Speed_MPH_z,38,Average
Karolina Muchova,-0.010022897,f_first,Speed_MPH_z,84,Average
Katerina Siniakova,0.020234096,f_first,Speed_MPH_z,19,Average
Kateryna Kozlova,-0.014716116,f_first,Speed_MPH_z,93,Average
Katie Boulter,-0.033533904,f_first,Speed_MPH_z,111,Under-performer
Katie Volynets,-0.021008394,f_first,Speed_MPH_z,102,Average
Laura Siegemund,0.015203101,f_first,Speed_MPH_z,25,Average
Lauren Davis,0.042555746,f_first,Speed_MPH_z,2,Over-performer
Lesia Tsurenko,-0.005574923,f_first,Speed_MPH_z,69,Average
Lin Zhu,-0.011497536,f_first,Speed_MPH_z,88,Average
Linda Noskova,0.005786012,f_first,Speed_MPH_z,41,Average
Liudmila Samsonova,-0.003416326,f_first,Speed_MPH_z,63,Average
Lulu Sun,0.020121404,f_first,Speed_MPH_z,20,Average
Madison Brengle,0.014169382,f_first,Speed_MPH_z,26,Average
Madison Keys,-0.001087246,f_first,Speed_MPH_z,55,Average
Magda Linette,0.00049575,f_first,Speed_MPH_z,49,Average
Magdalena Frech,-0.01107205,f_first,Speed_MPH_z,87,Average
Maria Sakkari,0.011912032,f_first,Speed_MPH_z,33,Average
Marie Bouzkova,0.01251179,f_first,Speed_MPH_z,31,Average
Marketa Vondrousova,-0.052374762,f_first,Speed_MPH_z,115,Under-performer
Marta Kostyuk,-0.003291747,f_first,Speed_MPH_z,61,Average
Martina Trevisan,-0.000915566,f_first,Speed_MPH_z,53,Average
McCartney Kessler,-0.006916797,f_first,Speed_MPH_z,75,Average
Mirra Andreeva,0.01887529,f_first,Speed_MPH_z,22,Average
Naomi Osaka,-0.000963869,f_first,Speed_MPH_z,54,Average
Nina Stojanovic,-0.010253164,f_first,Speed_MPH_z,85,Average
Ons Jabeur,0.035831168,f_first,Speed_MPH_z,4,Over-performer
Paula Badosa,-0.030207271,f_first,Speed_MPH_z,108,Under-performer
Petra Kvitova,-0.009188159,f_first,Speed_MPH_z,79,Average
Petra Martic,0.027879064,f_first,Speed_MPH_z,9,Over-performer
Qiang Wang,0.013891572,f_first,Speed_MPH_z,29,Average
Qinwen Zheng,0.026379866,f_first,Speed_MPH_z,13,Average
Renata Zarazua,0.019725287,f_first,Speed_MPH_z,21,Average
Robin Montgomery,-0.008191815,f_first,Speed_MPH_z,77,Average
Sara Sorribes Tormo,-0.004813516,f_first,Speed_MPH_z,67,Average
Shelby Rogers,-0.006004253,f_first,Speed_MPH_z,71,Average
Shuai Zhang,-0.003357817,f_first,Speed_MPH_z,62,Average
Simona Halep,-0.004021652,f_first,Speed_MPH_z,65,Average
Sloane Stephens,0.0233211,f_first,Speed_MPH_z,15,Average
Sofia Kenin,-0.007030986,f_first,Speed_MPH_z,76,Average
Sorana Cirstea,-0.009329907,f_first,Speed_MPH_z,81,Average
Tatjana Maria,-0.019351919,f_first,Speed_MPH_z,100,Average
Varvara Gracheva,-0.004399782,f_first,Speed_MPH_z,66,Average
Venus Williams,0.003573412,f_first,Speed_MPH_z,45,Average
Vera Zvonareva,-0.009258241,f_first,Speed_MPH_z,80,Average
Veronika Kudermetova,0.021017728,f_first,Speed_MPH_z,18,Average
Victoria Azarenka,-0.015240951,f_first,Speed_MPH_z,94,Average
Viktorija Golubic,0.03113238,f_first,Speed_MPH_z,7,Over-performer
Viktoriya Tomova,-0.002985067,f_first,Speed_MPH_z,60,Average
Yafan Wang,-0.006563474,f_first,Speed_MPH_z,74,Average
Yulia Putintseva,0.023657476,f_first,Speed_MPH_z,14,Average
Ajla Tomljanovic,-0.037100639,f_first,speed_ratio_z,88,Average
Aliaksandra Sasnovich,-0.038579079,f_first,speed_ratio_z,90,Average
Alison Van Uytvanck,-0.018731879,f_first,speed_ratio_z,71,Average
Alize Cornet,-0.033901084,f_first,speed_ratio_z,87,Average
Amanda Anisimova,-0.047179002,f_first,speed_ratio_z,96,Average
Anastasia Pavlyuchenkova,-0.065823173,f_first,speed_ratio_z,107,Under-performer
Anastasia Potapova,-0.033076931,f_first,speed_ratio_z,85,Average
Anastasija Sevastova,0.067445842,f_first,speed_ratio_z,10,Over-performer
Andrea Petkovic,0.014596535,f_first,speed_ratio_z,38,Average
Anett Kontaveit,-0.014041417,f_first,speed_ratio_z,68,Average
Angelique Kerber,-0.028100608,f_first,speed_ratio_z,80,Average
Anhelina Kalinina,0.010736086,f_first,speed_ratio_z,44,Average
Anna Blinkova,-0.045703042,f_first,speed_ratio_z,95,Average
Anna Kalinskaya,0.000254174,f_first,speed_ratio_z,53,Average
Arantxa Rus,0.031810322,f_first,speed_ratio_z,27,Average
Aryna Sabalenka,0.009903675,f_first,speed_ratio_z,45,Average
Ashleigh Barty,0.00319238,f_first,speed_ratio_z,50,Average
Ashlyn Krueger,-0.061776857,f_first,speed_ratio_z,106,Under-performer
Barbora Krejcikova,0.03648026,f_first,speed_ratio_z,24,Average
Beatriz Haddad Maia,0.098792492,f_first,speed_ratio_z,4,Over-performer
Belinda Bencic,0.064730964,f_first,speed_ratio_z,14,Average
Bernarda Pera,-0.053319257,f_first,speed_ratio_z,102,Average
Bianca Andreescu,0.099241354,f_first,speed_ratio_z,3,Over-performer
Brenda Fruhvirtova,-0.048230397,f_first,speed_ratio_z,98,Average
